Progress,CreationClass,Batch,Id,DisplayName,Type,Rarity,Cost,Tags,SharedPool,SharedPoolStock,Faces,Hooks,EffectType,Conditions,TargetRule,Parameters,Duration,ValidationNotes,TechnicalRisk,DesignNotes
blocked,NeedsMechanicUIFlow,B5,module.big.point_machine,Machine à Points,Module,Rare,10,module;big_number;module_count;score.flat,No,0,,ScoreModifier,AddScoreFlat,None,Source,Amount=10*OwnedDiceCount*ModuleCount,Round,Not created in B5: OwnedDiceCount*ModuleCount scalar is not supported cleanly.,Module-count scalar/product scalar missing.,Reclassed until active-vs-owned module count is explicit.
todo,NeedsMechanicUIFlow,B9,module.big.exponential,Exponentiel,Module,Epic,14,module;big_number;multiplier_stack,Yes,1,,ScoreModifier,CustomModifyNextMultiplier,Each multiplier applied,Source,NextMultiplier += 10%,Round,Besoin pipeline ordonné de multiplicateurs.,Multiplier stack pipeline missing.,Très risqué pour lisibilité.
blocked,NeedsMechanicUIFlow,B5,module.big.divine_combo,Divine Combo,Module,Epic,15,module;big_number;combo;score.multiplier,Yes,1,,ScoreModifier,MultiplyScore,"Has pair, brelan and at least one 6",Source,Multiplier=10,Round,Not created in B5: composite pair+brelan+six condition is fragile/impossible with default 4 dice and unsupported as one condition.,Composite condition missing and default-hand feasibility unclear.,Reclassed until composite combo support is designed.
todo,NeedsMechanicUIFlow,B9,module.big.overkill,Overkill,Module,Rare,10,module;big_number;economy;overkill,No,0,,Ranking,AddGold,Score above needed score,Source,Gold=ExcessScoreRatio or Excess/100,Round,Définir score necessaire: battre 2e? objectif?,Overkill target score missing.,Idée à clarifier avant asset.
validated,ReadyNow,B4,module.big.deluge,Déluge,Module,Uncommon,7,module;reroll;score.flat;increase,No,0,,PostReroll,AddTemporaryScoreModifier,Each rerolled die that increased,Source,Amount=25 per increased die,Round,Created in B4 completion; value-increased reroll delta scalar creates temporary score for scoring phase.,None,Bon module relance.
todo,NeedsMechanicUIFlow,B9,module.big.ascension,Ascension,Module,Epic,14,module;big_number;streak;persistent,Yes,1,,Ranking;RoundStart,CustomPermanentMultiplier,Each round won; reset if last,Source,PermanentMultiplier *= 1.3; reset on last,Permanent,Besoin tracker et reset runtime.,Persistent multiplier state missing.,Win-more fort; à surveiller.
todo,NeedsMechanicUIFlow,B9,module.big.ceiling_breaker,Briseur de Plafond,Module,Epic,13,module;big_number;cap_break,Yes,1,,PreScoreCalculation,CustomDisableScoreCaps,None,Source,CanExceedMultiplierCap=true,Round,Besoin systeme de cap explicite.,Score cap policy not centralized for multipliers.,A creer seulement si caps existent.
validated,ReadyNow,B5,module.big.ultimate_jackpot,Jackpot Ultime,Module,Legendary,22,module;big_number;jackpot;value.six,Yes,1,,ScoreModifier,MultiplyScore,All dice value 6,Source,Multiplier=50,Round,Created in B5: x50 all-six jackpot plus score cap guard and visible breakdown.,None after B5 jackpot cap/breakdown test.,Legendary jackpot remains capped.
todo,TestCarefully,B6,module.risk.cursed_pact,Pacte Maudit,Module,Epic,13,module;risk;score.multiplier;dice_loss,Yes,1,,ScoreModifier;Ranking,MultiplyScore;SellDie,If source finishes last,Source,Multiplier=3; RemoveRandomDie,Round,Besoin retirer dé aléatoire de loadout.,Random die removal at ranking missing.,Très punitif; avertissement obligatoire.
todo,ReadyNow,B6,module.risk.blood_for_gold,Sang contre Or,Module,Uncommon,6,module;risk;economy;score_down,No,0,,PostPurchase;ScoreModifier,AddGold;MultiplyScore,Round acquired?,Source,Gold=15; Multiplier=0.8,Round,Clarifier effet seulement ce round ou permanent.,Acquisition timing needs context.,Peut etre consommable-like; module discutable.
blocked,NeedsMechanicUIFlow,B4,module.risk.addiction,Addiction,Module,Rare,9,module;risk;reroll;economy;score.multiplier,No,0,,PreReroll;PostReroll,SpendGold;AddTemporaryScoreModifier,Each reroll,Source,Cost=1; Multiplier*=1.25,Round,Reclassed in B4 completion: not created because paid reroll spend gating is not reliable without the paid-reroll action flow.,Reroll spend gating and insufficient-gold behavior are missing.,Bon build relance.
todo,TestCarefully,B5,module.risk.fragile,Fragile,Module,Rare,9,module;risk;cracked;destroyable,No,0,,ScoreModifier;RoundEnd,MultiplyScore;DestroyOrRemoveDiceChance,Dice tag cracked,SourceDie,CrackedMultiplier=3; BreakChance*=2,Round,Besoin modifier effet d'un autre dé fissuré.,Effect override by tag missing.,Spécifique mais intéressant.
todo,ReadyNow,B6,module.risk.roulette,Roulette,Module,Rare,9,module;risk;random_multiplier,No,0,,RoundStart,AddTemporaryScoreModifier,Random choice,Source,Multiplier=random 0.5/1/2/4,Round,Besoin random choice in effect definition/custom class.,Random choice effect missing.,Fun mais doit etre révélé au début.
blocked,NeedsMechanicUIFlow,B4,module.risk.shaking_hand,Main Tremblante,Module,Uncommon,6,module;risk;reroll;lock,No,0,,PostReroll,CustomRerollLockedDieChance,Each reroll Chance 20,Source,Chance=20; reroll one locked die,Round,Reclassed in B4 completion: not created because rerolling locked dice by override remains fragile.,Needs explicit locked-die override flow and feedback.,Frustrant; bien prévenir.
blocked,blocked,B4,module.risk.tax,Impôt,Module,Rare,8,module;risk;economy;score_down,No,0,,Reward;ScoreModifier,AddGold;MultiplyScore,Each 10 gold,Source,HighIncome TBD; ScoreMultiplier -=10% per 10 gold,Round,Reclassed in B4 completion: not created because the design still has undefined high-income semantics and overlaps risk systems outside this pass.,Design values and reward/score tradeoff are undefined.,Idée confuse sans valeur de gain.
todo,NeedsMechanicUIFlow,B9,module.risk.betrayal,Trahison,Module,Epic,13,module;risk;copy;opponent;economy,Yes,1,,RoundStart;Ranking,CustomCopyOpponentModule;AddGold,If source behind copied opponent,TargetOpponent,Copy module; pay target 10 if behind,Round,Besoin choisir/cibler module adverse.,Module copy and rival comparison missing.,Très riche mais tardif.
todo,NeedsMechanicUIFlow,B7,module.risk.all_on_red,Tout Sur Le Rouge,Module,Rare,9,module;risk;choice;parity,No,0,,Action;ScoreModifier,MultiplyScore,Chosen parity matches majority,Source,Multiplier=4 else 0.5,Round,Besoin UI choisir pair/impair.,Pre-score player choice missing.,Bonne idée casino; ajouter UI claire.
todo,TestCarefully,B5,module.risk.six_curse,Malédiction du Six,Module,Rare,9,module;risk;value.six;value.one,No,0,,ScoreModifier,MultiplyScore;CustomCancelMultiplier,Each 6; each 1,Source,SixMultiplier=3; OneCancelsOneMultiplier=true,Round,Besoin annulation d'un multiplicateur.,Multiplier cancellation pipeline missing.,Bon mais difficile à expliquer.
todo,ReadyNow,B6,module.defense.shield,Bouclier,Module,Uncommon,6,module;defense;negative,No,0,,RoundStart,PreventNegativeEffect,First negative effect,Source,PreventCount=1,Round,Effect actuel prévient globalement; limiter premier effet si possible.,Prevent count missing.,Très bon contre-jeu.
todo,ReadyNow,B6,module.defense.safe,Coffre-Fort,Module,Uncommon,6,module;defense;economy;anti_steal,No,0,,RoundStart,PreventNegativeEffect,Negative gold steal effect,Source,ProtectGoldSteal=true,Round,Besoin classifier les effets vol gold.,Negative subtype filtering missing.,Simple et utile.
todo,ReadyNow,B6,module.defense.anti_theft,Antivol,Module,Uncommon,6,module;defense;anti_steal;score.flat,No,0,,PostEffect,AddScoreFlat,A player steals from source,Source,Amount=30,Round,Besoin event vol.,PostEffect/steal event missing.,Bon feedback.
todo,ReadyNow,B6,module.defense.calm,Calme,Module,Uncommon,6,module;defense;die_reduce,No,0,,RoundStart,PreventNegativeEffect,Effects reducing dice values,Source,Reduction=50%,Round,Actuel PreventNegativeEffect ne fait pas reduction partielle.,Partial reduction missing.,Peut etre Bouclier alternatif.
todo,ReadyNow,B6,module.defense.score_insurance,Assurance Score,Module,Rare,9,module;defense;score_floor,No,0,,PostScoreCalculation,ScoreModifier,Final score lower than 50% raw,Source,ScoreFloor=RawScore*0.5,Round,Besoin floor dynamique.,Score floor missing.,Très bon anti-catastrophe.
todo,ReadyNow,B6,module.defense.rare_protection,Protection Rare,Module,Rare,8,module;defense;rare;destroyable,No,0,,RoundStart,PreventNegativeEffect,Rare die destroy/remove,Source,ProtectRarity=RarePlus,Round,Besoin filtrer destruction par rarete.,Negative subtype/rars filtering missing.,Utile avec dés fissurés.
todo,NeedsMechanicUIFlow,B6,module.defense.immunity,Immunité,Module,Epic,12,module;defense;once_per_match;ranking,Yes,1,,Ranking,CustomIgnoreLostRound,Once per match if lost round,Source,Negate loss penalty or rank?,Match,Clarifier 'round perdu' et effet exact.,Once per match state and loss override missing.,Idée trop vague; à définir.
todo,ReadyNow,B6,module.defense.stable_table,Table Stable,Module,Uncommon,6,module;defense;locked_dice,No,0,,RoundStart,PreventNegativeEffect,Locked dice modification by opponents,Source,ProtectLockedDice=true,Round,Besoin filtrer target locked dice.,Negative subtype filtering missing.,Bon contre sabotage.
todo,NeedsMechanicUIFlow,B7,module.defense.mask,Masque,Module,Rare,8,module;defense;hidden_modules,No,0,,RoundStart,CustomHideModules,Until end round,Source,HideModules=true,Round,Besoin UI modules cachés par joueur.,Hidden information UI missing.,Peut nuire lisibilité en local.
todo,TestCarefully,B6,module.defense.false_weak,Faux Faible,Module,Rare,8,module;defense;catchup;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Last at mid-round,Source,Multiplier=2,Round,Définir mi-round en tour simultané.,Mid-round ranking snapshot missing.,Idée intéressante mais timing flou.
validated,ReadyNow,B2,module.build_even.even_king,Roi Pair,Module,Uncommon,7,module;build.even;score.multiplier,No,0,,ScoreModifier,MultiplyDiceContribution,Each even die,SourceDie,Multiplier=1.5 per even die contribution,Round,"Validated B2: smoke verifies several even dice add per-die contribution bonus, not final score multiplier.",Resolved: per-die contribution multiplier adds DiceContributionMultiplierBonus in score breakdown.,
validated,ReadyNow,B2,module.build_even.even_purity,Pureté Paire,Module,Rare,10,module;build.even;score.multiplier,No,0,,ScoreModifier,MultiplyScore,All dice even,Source,Multiplier=4,Round,Created and validated in B2 unlocked pass.,None,Très fort; build-defining.
validated,ReadyNow,B2,module.build_even.two_by_two,Deux par Deux,Module,Uncommon,7,module;build.even;pair;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Each pair of even dice,Source,Amount=50 per even pair,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B4,module.build_even.pair_banking,Pair Banking,Module,Common,5,module;build.even;economy,No,0,,Reward,AddGold,Each even die,Source,Amount=1 per even die,Round,Created in B4 completion; parity count uses existing matching-die scalar and is covered by reward/data validation.,None,
validated,ReadyNow,B2,module.build_odd.odd_king,Roi Impair,Module,Uncommon,7,module;build.odd;score.multiplier,No,0,,ScoreModifier,MultiplyDiceContribution,Each odd die,SourceDie,Multiplier=1.5 per odd die contribution,Round,Validated B2: odd dice use per-die contribution multiplier path.,Resolved: per-die contribution multiplier supported without multiplying final score.,
blocked,NeedsMechanicUIFlow,B4,module.build_odd.odd_chaos,Chaos Impair,Module,Uncommon,7,module;build.odd;chance;reroll,No,0,,PostRoll,CustomRerollDieChance,Each odd die Chance 20,SourceDie,Chance=20; free reroll,Round,Reclassed in B4 completion: not created because per-die chance reroll after PostRoll can extend turns and needs a bounded reroll flow.,Needs capped automatic reroll flow and clear timing.,Peut rendre tours plus longs.
validated,ReadyNow,B4,module.build_odd.golden_odd,Impair Doré,Module,Common,5,module;build.odd;economy,No,0,,Reward,AddGold,Each odd die,Source,Amount=2 per odd die,Round,Created in B4 completion; parity count uses existing matching-die scalar and is covered by reward/data validation.,None,
validated,ReadyNow,B2,module.build_odd.sacred_five,Cinq Sacré,Module,Uncommon,7,module;build.odd;value.five;score.multiplier,No,0,,ScoreModifier,MultiplyDiceContribution,Each 5,SourceDie,Multiplier=2 per 5 contribution,Round,Validated B2: smoke verifies several 5s add per-die x2 contribution bonus.,Resolved: per-die value selector works with MultiplyDiceContribution.,
validated,ReadyNow,B2,module.build_low.small_but_strong,Petit Mais Costaud,Module,Uncommon,7,module;build.low;score.multiplier,No,0,,ScoreModifier,MultiplyDiceContribution,Each die value 1-3,SourceDie,Multiplier=2 per low die contribution,Round,Validated B2: smoke verifies values 1-3 add per-die x2 contribution bonus.,Resolved: per-die range selector works with MultiplyDiceContribution.,
validated,ReadyNow,B2,module.build_low.ones_army,Armée de Uns,Module,Common,5,module;build.low;value.one;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Each 1,Source,Amount=25 per 1,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.build_low.micro_combo,Micro Combo,Module,Rare,10,module;build.low;score.multiplier,No,0,,ScoreModifier,MultiplyScore,All dice <= 3,Source,Multiplier=5,Round,All dice lower/equal condition.,None,Très fort mais contraignant.
validated,TestCarefully,B2,module.build_low.low_roller,Low Roller,Module,Rare,9,module;build.low;raw_score;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Raw score below threshold,Source,Multiplier=3; RawScoreThreshold TBD,Round,Validated B2: raw score threshold fixed to <20.,Resolved: raw score threshold condition supported.,Clarifier pour éviter abus.
validated,ReadyNow,B2,module.build_high.big_arms,Gros Bras,Module,Common,5,module;build.high;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Each die >=5,Source,Amount=30 per high die,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.build_high.high_value,Haute Valeur,Module,Uncommon,7,module;build.high;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Dice average > 4,Source,Multiplier=2,Round,Created and validated in B2 unlocked pass.,None,
validated,ReadyNow,B2,module.build_high.six_domination,Six Domination,Module,Rare,9,module;build.high;value.six;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Each 6,Source,FinalMultiplier += 0.5 per 6,Round,Validated B2: smoke verifies two 6s produce final multiplier 2.0 via additive delta.,Resolved: MultiplierDeltaPerMatchingDie additive multiplier delta supported.,Bon payoff 6.
validated,ReadyNow,B2,module.build_high.big_dice_king,Roi des Gros Dés,Module,Rare,10,module;build.high;value.over_six;score.multiplier,No,0,,ScoreModifier,MultiplyDiceContribution,Each die > 6,SourceDie,Multiplier=3 per over-six die contribution,Round,Validated B2: smoke verifies values >6 add per-die x3 contribution bonus.,Resolved: per-die >6 selector works with MultiplyDiceContribution.,
todo,NeedsMechanicUIFlow,B8,module.time.pressure,Pression,Module,Rare,8,module;time;score.flat,No,0,,PostScoreCalculation,AddScoreFlat,Based on completion speed,Source,Scale fast play to score,Round,Besoin timer et courbe exacte.,Timer missing.,A definir apres UX timer.
todo,NeedsMechanicUIFlow,B8,module.time.panic,Panique,Module,Rare,9,module;time;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Finished in last 3 seconds,Source,Multiplier=3,Round,Besoin timer par joueur.,Timer missing.,
todo,NeedsMechanicUIFlow,B8,module.time.timed_composure,Sang-Froid Chronométré,Module,Rare,9,module;time;score.multiplier,No,0,,ScoreModifier,MultiplyScore,Finished with 5-10 seconds remaining,Source,Multiplier=2,Round,Besoin timer.,Timer missing.,
todo,NeedsMechanicUIFlow,B8,module.time.slow_calculator,Lent Calculateur,Module,Uncommon,6,module;time;economy,No,0,,Reward,AddGold,Used >80% available time,Source,Amount=5,Round,Besoin timer et duration initiale.,Timer missing.,
todo,NeedsMechanicUIFlow,B8,module.time.blitz,Blitz,Module,Rare,9,module;time;risk;score.multiplier,No,0,,RoundStart;ScoreModifier,ModifyTurnTimer;MultiplyScore,None,Source,TimeMultiplier=0.5; ScoreMultiplier=2,Round,Besoin modifier timer joueur.,Timer missing.,
todo,NeedsMechanicUIFlow,B8,module.time.mental_break,Pause Mentale,Module,Uncommon,6,module;time;once_per_match,No,0,,Action,ModifyTurnTimer,Once per match,Source,Seconds=10,Immediate,Besoin UI activation et once-per-match state.,Timer/action state missing.,Peut être consommable plutôt que module.
todo,TestCarefully,B5,module.legendary.dice_king,Roi des Dés,Module,Legendary,18,module;legendary;modify_die,Yes,1,,PreScoreCalculation,ModifyDieValue,All own dice,AllOwnDice,Amount=1,Round,Verifier cap >6 autorise.,Effect supports affect all dice.,Simple et très fort.
todo,NeedsMechanicUIFlow,B9,module.legendary.luck_god,Dieu du Hasard,Module,Legendary,18,module;legendary;chance,Yes,1,,RoundStart,CustomModifyChanceEffects,All own chance effects,Source,ChanceMultiplier=2,Permanent,Besoin centraliser ChancePercentage.,Chance modifier pipeline missing.,Très bon avec Trefle.
blocked,blocked,B4,module.legendary.supreme_banker,Banquier Suprême,Module,Legendary,18,module;legendary;economy;score.flat,Yes,1,,ScoreModifier,AddScoreFlat,None,Source,Amount=10*CurrentGold,Round,Reclassed in B4 completion: not created despite supported current-gold scalar because it is a legendary/global-economy object outside the requested B4 creation set.,Out of scope for B4 completion; needs later balance/cap pass.,"Très fort, surveiller."
todo,TestCarefully,B5,module.legendary.absolute_multiplier,Multiplicateur Absolu,Module,Legendary,20,module;legendary;module_count;score.multiplier,Yes,1,,ScoreModifier,MultiplyScore,None,Source,Multiplier=OwnedModuleCount/3,Round,Nombre modules actifs vs possédés à définir.,Module count scalar missing.,Peut être moins fort si peu de slots.
todo,NeedsMechanicUIFlow,B7,module.legendary.professional_cheater,Tricheur Professionnel,Module,Legendary,18,module;legendary;cheat;set_die,Yes,1,,Action,SetDieValue,Once per round; selected die,SelectedDie,ChosenValue 1-6 or face list,Round,Besoin UI choix résultat.,Action UI and once-per-round state missing.,Fort mais très lisible.
todo,NeedsMechanicUIFlow,B9,module.legendary.chaos_lord,Seigneur du Chaos,Module,Legendary,20,module;legendary;chaos;all_players,Yes,1,,RoundStart;ScoreModifier,CustomRandomizeAllDiceFaces;MultiplyScore,All players dice changed,AllPlayers;Source,All dice randomize; SourceDiceMultiplier=2,Round,Besoin mutation runtime all players.,All-player dice randomizer missing.,"Très chaotique, à garder mode rare."
todo,NeedsMechanicUIFlow,B9,module.legendary.perfect_copy,Copie Parfaite,Module,Legendary,20,module;legendary;copy;opponent,Yes,1,,RoundStart,CustomCopyOpponentBestModule,Target opponent,TargetOpponent,Copy best module,Round,Besoin définir meilleur module et éviter boucles.,Module copy engine missing.,Très risqué techniquement.
todo,NeedsMechanicUIFlow,B9,module.legendary.divine_machine,Machine Divine,Module,Legendary,20,module;legendary;persistent;streak,Yes,1,,Ranking;RoundStart,CustomPermanentMultiplier,Each round won,Source,PermanentMultiplier *= 1.2,Permanent,Besoin state permanent et cap.,Persistent multiplier missing.,Win-more; cap conseillé.
todo,ReadyNow,B6,module.legendary.cursed_table,Table Maudite,Module,Legendary,18,module;legendary;opponent;negative,Yes,1,,ScoreModifier,MultiplyScore,All other players,AllOpponents,OpponentMultiplier=0.9,Round,Besoin multi-target all opponents.,All opponents target loop missing.,Interaction négative forte; très rare.
todo,NeedsMechanicUIFlow,B9,module.legendary.eternal_fortune,Fortune Éternelle,Module,Legendary,20,module;legendary;economy;score,Yes,1,,PostGoldGain,AddScoreFlat,Whenever source gains gold,Source,Score += GoldGained*5,Round,Besoin event gold gained avec montant.,Gold gain event missing.,Très bon moteur économie.
todo,NeedsMechanicUIFlow,B7,module.legendary.architect,Architecte,Module,Legendary,18,module;legendary;position;reorder,Yes,1,,Action,CustomReorderDice,After roll,Source,Allow dice repositioning,Round,Besoin UI drag/reorder post-lancer.,Dice reorder UI/state missing.,Parfait pour modules position.
todo,NeedsMechanicUIFlow,B8,module.legendary.market_king,Roi du Marché,Module,Legendary,18,module;legendary;shop;reservation,Yes,1,,PreShopGenerate;Shop,CustomPreviewReserveShop,None,Source,Preview next shop; reserve item,Shop,Besoin preview/reservation offres.,Shop future preview/reservation missing.,Très bon late shop.
todo,NeedsMechanicUIFlow,B9,module.legendary.infinite_economy,Économie Infinie,Module,Legendary,20,module;legendary;economy;persistent_score,Yes,1,,PostPurchase,CustomPermanentScoreBonus,Each gold spent,Source,PermanentAdd += 20*GoldSpent,Permanent,Besoin cap; sinon snowball massif.,Permanent score bonus and spent event missing.,Très fort; probablement à nerfer.
todo,ReadyNow,B6,module.legendary.final_boss,Dernier Boss,Module,Legendary,18,module;legendary;rank;score.multiplier,Yes,1,,ScoreModifier,MultiplyScore,If currently last or first,Source,LastMultiplier=4; FirstMultiplier=1,Round,Besoin rank pre-score; attention circularité score->rank.,Current rank before score may be undefined.,Idée fun mais risque logique.
todo,NeedsMechanicUIFlow,B9,module.legendary.cosmic_casino,Casino Cosmique,Module,Legendary,20,module;legendary;random_effect,Yes,1,,RoundStart,CustomRandomLegendaryEffect,None,Source,Trigger random legendary effect,Round,Besoin pool d'effets légendaires et garde anti-boucle.,Random legendary effect engine missing.,Très tardif.
todo,Proposal,B9,module.chance.four_leaf_clover,Trèfle à Quatre Feuilles,Module,Rare,9,module;chance;score.multiplier;proposal,No,0,,PostEffect,CustomChanceProcScaling,Whenever own ChancePercentage effect succeeds,Source,Gain +0.1x multiplier; recommended cap +1.0x per round or persistent cap +2.0x,Permanent or Round,"Choisir permanent vs round; tester avec Jackpot Mineur, Chanceux, Roulette.",Chance success event/counter missing.,Bonne proposition pour completer builds chance; impose cap clair.
